*******************************************************************************
 Revised: July 31, 2013                 Venus                           299 / 2
 
 PHYSICAL DATA (updated 2018-Aug-15):
  Vol. Mean Radius (km) =  6051.84+-0.01 Density (g/cm^3)      =  5.204
  Mass x10^23 (kg)      =    48.685      Volume (x10^10 km^3)  = 92.843
  Sidereal rot. period  =   243.022498 d Sid. Rot. Rate (rad/s)= -0.00000029924
  Mean solar day        =   116.7490 d   Equ. gravity  m/s^2   =  8.870
  Mom. of Inertia       =     0.33       Core radius (km)      = ~3200
  Geometric Albedo      =     0.65       Potential Love # k2   = ~0.25
  GM (km^3/s^2)         = 324858.592     Equatorial Radius, Re = 6051.893 km
  GM 1-sigma (km^3/s^2) =    +-0.006     Mass ratio (Sun/Venus)= 408523.72
  Atmos. pressure (bar) =  90            Max. angular diam.    =   60.2"
  Mean Temperature (K)  = 735            Visual mag. V(1,0)    =   -4.40
  Obliquity to orbit    = 177.3 deg      Hill's sphere rad.,Rp =  167.1
  Sidereal orb. per., y =   0.61519726   Orbit speed, km/s     =   35.021
  Sidereal orb. per., d = 224.70079922   Escape speed, km/s    =   10.361
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         2759        2650        2614
  Maximum Planetary IR (W/m^2)    153         153         153
  Minimum Planetary IR (W/m^2)    153         153         153
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Fri Nov  2 18:52:13 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Venus (299)                     {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2035-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Keplerian GM    : 1.3271276490053130E+11 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)                            
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460676.500000000, A.D. 2025-Jan-01 00:00:00.0000,  6.746576720059750E-03,  1.074783180119926E+08,  3.394393251449819E+00,  7.661185446631701E+01,  5.515075374759697E+01,  2.460726386334550E+06,  1.854333289222249E-05,  2.800749103204631E+02,  2.793126288382149E+02,  1.082083539738284E+08,  1.089383899356643E+08,  1.941398572157395E+07,
2460677.500000000, A.D. 2025-Jan-02 00:00:00.0000,  6.746537205110702E-03,  1.074783551009150E+08,  3.394393038874755E+00,  7.661185611983906E+01,  5.514805070068915E+01,  2.460726384677934E+06,  1.854332440032119E-05,  2.816797442865588E+02,  2.809213829687204E+02,  1.082083870097815E+08,  1.089384189186480E+08,  1.941399461219395E+07,
2460678.500000000, A.D. 2025-Jan-03 00:00:00.0000,  6.746499183810869E-03,  1.074783916786101E+08,  3.394392815493840E+00,  7.661185773079448E+01,  5.514535412146497E+01,  2.460726383025126E+06,  1.854331599890258E-05,  2.832845703071306E+02,  2.825307267830691E+02,  1.082084196937555E+08,  1.089384477089009E+08,  1.941400340809084E+07,
2460679.500000000, A.D. 2025-Jan-04 00:00:00.0000,  6.746462606348076E-03,  1.074784276667140E+08,  3.394392580720136E+00,  7.661185929393689E+01,  5.514266943246257E+01,  2.460726381379447E+06,  1.854330770964162E-05,  2.848893829973365E+02,  2.841406517223808E+02,  1.082084519414277E+08,  1.089384762161414E+08,  1.941401208657167E+07,
2460680.500000000, A.D. 2025-Jan-05 00:00:00.0000,  6.746427396794418E-03,  1.074784629933848E+08,  3.394392333968578E+00,  7.661186080316517E+01,  5.514000180321501E+01,  2.460726379744064E+06,  1.854329955325666E-05,  2.864941772306340E+02,  2.857511490061756E+02,  1.082084836721964E+08,  1.089385043510081E+08,  1.941402062594492E+07,
2460681.500000000, A.D. 2025-Jan-06 00:00:00.0000,  6.746393456957665E-03,  1.074784975933079E+08,  3.394392074656849E+00,  7.661186225152747E+01,  5.513735611907303E+01,  2.460726378121970E+06,  1.854329154940020E-05,  2.880989481698140E+02,  2.873622096652043E+02,  1.082085148096065E+08,  1.089385320259051E+08,  1.941402900563490E+07,
2460682.500000000, A.D. 2025-Jan-07 00:00:00.0000,  6.746360670361342E-03,  1.074785314076641E+08,  3.394391802205937E+00,  7.661186363122381E+01,  5.513473695381168E+01,  2.460726376515968E+06,  1.854328371655578E-05,  2.897036912942137E+02,  2.889738245709067E+02,  1.082085452817499E+08,  1.089385591558357E+08,  1.941403720628970E+07,
2460683.500000000, A.D. 2025-Jan-08 00:00:00.0000,  6.746328906376993E-03,  1.074785643840669E+08,  3.394391516040440E+00,  7.661186493360768E+01,  5.513214854530708E+01,  2.460726374928655E+06,  1.854327607193848E-05,  2.913084024238248E+02,  2.905859844622133E+02,  1.082085750216534E+08,  1.089385856592398E+08,  1.941404520988541E+07,
